Algorithm,Train_R2 score,Train_Adj_R2 score,Train_RMSE score,Test_R2 score,Test_Adj_R2 score,Test_RMSE score
Linear Regression_BE,0.7507812641482239,0.7496752638411894,0.49921812452251385,0.773336420767055,0.7709753418167118,0.4867075308136682
